ID,Num_of_Vehicle,Num_Of_Pedestrians,Num_of_Minimal_Injuries,Num_of_Minor_Injuries,Num_of_Major_Injuries,Num_of_Fatal_Injuries,City,Address,Location type,Neighborhood,Suburb,Lat,Long,Place_name,Population,Population_density_persqm,Day,Time,Hour,Minute,AMPM,Notation12,Calendar_Date,Month,Year,Quarter,is_Business_Day,Visibility,Light,Road_surface,Traffic_Control,is_day,temperature,sunset,sunrise,precipitation
1267,1,1,0,0,1,0,Toronto,DANFORTH AVE@WOODINGTON AVE,Intersection,Woodbine Corridor,Toronto, 43.683871,-79.32085,Toronto,237698,14000,Monday,17:46,17,46,PM,5:46,2018-05-07,May,2018,2nd,Yes,clear,daylight,dry,traffic signal,1,10.5,2018-05-07T19:26,2018-05-07T05:01,0.0
1268,1,0,0,0,1,0,Toronto,RENFORTH DR@EGLINTON AVE W,Intersection,Eringate-Centennial-West Deane,Etobicoke, 43.66603,-79.587627,Etobicoke,365143,2946,Monday,17:41,17,41,PM,5:41,2018-03-19,March,2018,1st,Yes,clear,daylight,dry,no control,1,-1.0,2018-03-19T18:29,2018-03-19T06:22,0.0
1269,1,0,0,0,1,0,Toronto,DUNDAS ST E@PARLIAMENT ST,Intersection,Regent Park,Toronto, 43.659369,-79.365978,Toronto,237698,14000,Monday,19:28,19,28,PM,7:28,2018-07-16,July,2018,3rd,Yes,clear,daylight,dry,traffic signal,1,27.8,2018-07-16T19:56,2018-07-16T04:50,0.0
1270,1,1,0,0,1,0,Toronto,THE QUEENSWAY@LOMA RD,Intersection,Stonegate-Queensway,Etobicoke, 43.624903,-79.508815,Etobicoke,365143,2946,Monday,14:55,14,55,PM,2:55,2018-09-10,September,2018,3rd,Yes,rain,daylight,wet,stop sign,1,15.6,2018-09-10T18:37,2018-09-10T05:52,0.9
1271,1,1,0,0,1,0,Toronto,JARVIS ST@RICHMOND ST E,Intersection,Moss Park,Toronto, 43.652632,-79.372791,Toronto,237698,14000,Monday,20:50,20,50,PM,8:50,2018-05-07,May,2018,2nd,Yes,clear,"dark, artificial",dry,no control,0,11.8,2018-05-07T19:26,2018-05-07T05:01,0.0
1272,1,0,0,0,1,0,Toronto,WARDEN AVE@CIVIC RD,Intersection,Clairlea-Birchmount,Scarborough, 43.726866,-79.287242,Scarborough,629941,3356,Tuesday,15:06,15,6,PM,3:06,2018-07-17,July,2018,3rd,Yes,clear,daylight,dry,stop sign,1,26.5,2018-07-17T19:55,2018-07-17T04:51,0.0
1273,1,0,0,0,1,0,Toronto,DUFFERIN ST@BANK ST,Intersection,Little Portugal,Toronto, 43.647639,-79.430675,Toronto,237698,14000,Tuesday,2:47,2,47,AM,2:47,2018-02-13,February,2018,1st,Yes,clear,"dark, artificial",dry,no control,0,-13.1,2018-02-13T17:44,2018-02-13T07:18,0.0
1274,2,0,1,0,1,0,Toronto,YONGE ST@ANNDALE DR,Intersection,Avondale,North York, 43.759902,-79.41051,North York,869401,4915,Tuesday,21:40,21,40,PM,9:40,2018-05-08,May,2018,2nd,Yes,clear,"dark, artificial",dry,traffic signal,0,9.6,2018-05-08T19:28,2018-05-08T05:00,0.0
1275,1,0,0,0,1,0,Toronto,F G GARDINER XY  E@GARDINER E LOWER JARVIS RAMP,Mid-Block,St Lawrence-East Bayfront-The Islands,Toronto, 43.641997,-79.379878,Toronto,237698,14000,Sunday,12:30,12,30,PM,12:30,2017-10-08,October,2017,4th,No,clear,daylight,dry,no control,1,21.6,2017-10-08T17:45,2017-10-08T06:23,0.0
1276,1,0,0,0,1,0,Toronto,MIDDLEFIELD RD@MCNICOLL AVE,Intersection,Milliken,Scarborough, 43.820048,-79.262058,Scarborough,629941,3356,Monday,19:57,19,57,PM,7:57,2018-09-10,September,2018,3rd,Yes,rain,"dusk, artificial",wet,traffic signal,0,15.9,2018-09-10T18:36,2018-09-10T05:50,0.9
1277,1,1,0,0,1,0,Toronto,JOHN ST@STEPHANIE ST,Intersection,Kensington-Chinatown,Toronto, 43.651122,-79.391612,Toronto,237698,14000,Wednesday,2:59,2,59,AM,2:59,2018-07-18,July,2018,3rd,Yes,clear,"dark, artificial",dry,no control,0,18.4,2018-07-18T19:54,2018-07-18T04:52,0.0
1278,0,0,0,0,1,0,Toronto,TRANSIT RD@WILSON AVE,Mid-Block,Clanton Park,Toronto, 43.735114,-79.452129,Toronto,237698,14000,Monday,15:45,15,45,PM,3:45,2017-10-09,October,2017,4th,Yes,clear,daylight,dry,no control,1,21.9,2017-10-09T17:44,2017-10-09T06:25,0.0
1279,1,0,0,0,1,0,Toronto,KEELE ST@WANDLE AVE,Mid-Block,Downsview,Toronto, 43.731776,-79.483257,Toronto,237698,14000,Wednesday,2:32,2,32,AM,2:32,2018-03-21,March,2018,1st,Yes,clear,"dark, artificial",dry,no control,0,-4.4,2018-03-21T18:31,2018-03-21T06:18,0.0
1280,1,1,0,0,1,0,Toronto,111 BOND ST@,Mid-Block,Downtown Yonge East,Toronto, 43.656859,-79.378581,Toronto,237698,14000,Thursday,9:55,9,55,AM,9:55,2018-05-10,May,2018,2nd,Yes,clear,daylight,dry,no control,1,19.0,2018-05-10T19:30,2018-05-10T04:57,0.0
1281,0,0,0,1,1,0,Toronto,RONCESVALLES AVE@MARION ST,Intersection,Roncesvalles,Toronto, 43.64107,-79.446986,Toronto,237698,14000,Tuesday,13:39,13,39,PM,1:39,2018-09-11,September,2018,3rd,Yes,clear,daylight,dry,no control,1,21.5,2018-09-11T18:35,2018-09-11T05:52,0.0
1282,1,0,0,0,1,0,Toronto,YONGE ST@FRICHOT AVE,Mid-Block,Rosedale-Moore Park,Toronto, 43.673964,-79.388301,Toronto,237698,14000,Monday,16:28,16,28,PM,4:28,2017-10-09,October,2017,4th,Yes,clear,daylight,dry,no control,1,20.3,2017-10-09T17:44,2017-10-09T06:25,0.0
1283,1,1,0,0,1,0,Toronto,KIPLING AVE@MOUNT OLIVE DR,Intersection,Mount Olive-Silverstone-Jamestown,Etobicoke, 43.746745,-79.583759,Etobicoke,365143,2946,Wednesday,15:45,15,45,PM,3:45,2018-02-14,February,2018,1st,Yes,clear,daylight,dry,traffic signal,1,4.8,2018-02-14T17:46,2018-02-14T07:18,0.0
1284,1,1,0,0,0,1,Toronto,SHEPPARD ST@ADELAIDE ST W,Intersection,Yonge-Bay Corridor,Toronto, 43.649542,-79.382091,Toronto,237698,14000,Friday,11:45,11,45,AM,11:45,2018-01-05,January,2018,1st,Yes,other,daylight,other,traffic signal,1,-16.5,2018-01-05T16:54,2018-01-05T07:50,0.0
1285,1,1,0,0,1,0,Toronto,BROADVIEW AVE@TORRENS AVE,Intersection,Broadview North,Toronto, 43.690203,-79.355121,Toronto,237698,14000,Thursday,7:11,7,11,AM,7:11,2018-07-19,July,2018,3rd,Yes,clear,daylight,dry,pedestrian crossover,1,18.0,2018-07-19T19:53,2018-07-19T04:53,0.0
1286,1,1,0,0,1,0,Toronto,3358 MCCOWAN RD@,Mid-Block,Milliken,Scarborough, 43.825011,-79.275089,Scarborough,629941,3356,Tuesday,21:00,21,0,PM,9:00,2017-10-10,October,2017,4th,Yes,clear,"dark, artificial",dry,traffic signal,0,13.5,2017-10-10T17:41,2017-10-10T06:26,0.0
1287,4,0,1,2,0,1,Toronto,F G GARDINER XY  W@ROYAL YORK RD,Mid-Block,Mimico-Queensway,Etobicoke, 43.623107,-79.499957,Etobicoke,365143,2946,Wednesday,3:31,3,31,AM,3:31,2018-03-21,March,2018,1st,Yes,clear,"dark, artificial",dry,no control,0,-3.6,2018-03-21T18:31,2018-03-21T06:18,0.0
1288,1,0,0,0,1,0,Toronto,EASTERN AVE@COXWELL AVE,Intersection,The Beaches,Toronto, 43.665419,-79.31618,Toronto,237698,14000,Thursday,18:45,18,45,PM,6:45,2018-05-10,May,2018,2nd,Yes,clear,daylight,dry,traffic signal,1,15.7,2018-05-10T19:29,2018-05-10T04:57,0.0
1289,1,1,0,0,0,1,Toronto,LAKE SHORE BLVD W@SIXTH ST,Intersection,New Toronto,Etobicoke, 43.600909,-79.504077,Etobicoke,365143,2946,Tuesday,17:08,17,8,PM,5:08,2018-09-11,September,2018,3rd,Yes,clear,daylight,dry,no control,1,20.7,2018-09-11T18:35,2018-09-11T05:53,0.0
1290,4,0,0,3,1,0,Toronto,DON MILLS RD@BARBER GREENE RD,Intersection,Banbury-Don Mills,Toronto, 43.727584,-79.340823,Toronto,237698,14000,Friday,18:00,18,0,PM,6:00,2018-02-16,February,2018,1st,Yes,clear,"dark, artificial",dry,traffic signal,0,-5.8,2018-02-16T17:48,2018-02-16T07:14,0.0
1291,2,2,1,0,1,0,Toronto,AVENUE RD@DUNBLAINE AVE,Intersection,Bedford Park-Nortown,Toronto, 43.73585,-79.420062,Toronto,237698,14000,Friday,14:12,14,12,PM,2:12,2018-01-05,January,2018,1st,Yes,clear,daylight,dry,traffic controller,1,-15.9,2018-01-05T16:54,2018-01-05T07:51,0.0
1292,1,0,0,0,1,0,Toronto,DUNDAS ST W@BEVERLEY ST,Intersection,Kensington-Chinatown,Toronto, 43.65375,-79.393817,Toronto,237698,14000,Tuesday,22:00,22,0,PM,10:00,2018-09-11,September,2018,3rd,Yes,clear,"dark, artificial",dry,traffic signal,0,15.2,2018-09-11T18:35,2018-09-11T05:52,0.0
1293,2,0,1,0,1,0,Toronto,KIPLING AVE@THE WESTWAY,Mid-Block,Kingsview Village-The Westway,Etobicoke, 43.686839,-79.555232,Etobicoke,365143,2946,Wednesday,11:40,11,40,AM,11:40,2017-10-11,October,2017,4th,Yes,clear,daylight,dry,no control,1,11.2,2017-10-11T17:41,2017-10-11T06:28,0.1
1294,2,0,0,1,1,0,Toronto,2955 KIPLING AVE@,Mid-Block,Mount Olive-Silverstone-Jamestown,Etobicoke, 43.760138,-79.590122,Etobicoke,365143,2946,Friday,2:09,2,9,AM,2:09,2018-05-11,May,2018,2nd,Yes,clear,dark,dry,no control,0,5.1,2018-05-11T19:32,2018-05-11T04:57,0.0
1295,1,0,0,0,1,0,Toronto,DUPONT ST@OSLER ST,Intersection,Junction-Wallace Emerson,Toronto, 43.664496,-79.456554,Toronto,237698,14000,Saturday,5:29,5,29,AM,5:29,2018-07-21,July,2018,3rd,No,clear,"dawn, artificial",dry,no control,1,22.1,2018-07-21T19:52,2018-07-21T04:55,0.0
1296,1,0,0,0,1,0,Toronto,SUNRISE AVE@BERMONDSEY RD,Mid-Block,Victoria Village,Toronto, 43.718005,-79.308299,Toronto,237698,14000,Friday,14:55,14,55,PM,2:55,2018-01-05,January,2018,1st,Yes,clear,daylight,dry,no control,1,-16.4,2018-01-05T16:54,2018-01-05T07:50,0.0
1297,5,0,0,4,1,0,Toronto,DON MILLS  RD@THE DONWAY W,Intersection,Banbury-Don Mills,Toronto, 43.73215,-79.342075,Toronto,237698,14000,Saturday,15:48,15,48,PM,3:48,2018-07-21,July,2018,3rd,No,clear,daylight,dry,traffic signal,1,24.2,2018-07-21T19:52,2018-07-21T04:55,0.1
1298,1,0,0,0,1,0,Toronto,LAWRENCE AVE W@BENTON RD,Intersection,Brookhaven-Amesbury,Toronto, 43.710231,-79.471866,Toronto,237698,14000,Wednesday,17:20,17,20,PM,5:20,2018-03-21,March,2018,1st,Yes,clear,daylight,dry,traffic signal,1,4.1,2018-03-21T18:31,2018-03-21T06:18,0.0
1299,0,0,0,0,1,0,Toronto,GERRARD  ST E@SHERBOURNE ST,Intersection,Moss Park,Toronto, 43.661154,-79.372196,Toronto,237698,14000,Wednesday,18:47,18,47,PM,6:47,2017-10-11,October,2017,4th,Yes,clear,"dark, artificial",dry,traffic signal,0,11.8,2017-10-11T17:40,2017-10-11T06:27,0.0
1300,1,0,0,0,0,1,Toronto,EGLINTON AVE W@ROYAL YORK RD,Mid-Block,Edenbridge-Humber Valley,Etobicoke, 43.68162,-79.52972,Etobicoke,365143,2946,Sunday,18:16,18,16,PM,6:16,2018-01-07,January,2018,1st,No,other,daylight,other,traffic signal,0,-6.6,2018-01-07T16:57,2018-01-07T07:51,0.4
1301,1,1,0,0,0,1,Toronto,YONGE ST@LAWRENCE AVE E,Intersection,Lawrence Park South,Toronto, 43.725032,-79.402156,Toronto,237698,14000,Tuesday,9:35,9,35,AM,9:35,2018-05-15,May,2018,2nd,Yes,unknown,daylight,unknown,traffic signal,1,15.8,2018-05-15T19:35,2018-05-15T04:52,2.9
1302,1,1,0,0,1,0,Toronto,OLD PARK  RD@WEMBLEY  RD,Intersection,Forest Hill North,Toronto, 43.700614,-79.431331,Toronto,237698,14000,Wednesday,19:28,19,28,PM,7:28,2017-10-11,October,2017,4th,Yes,rain,"dark, artificial",wet,stop sign,0,9.1,2017-10-11T17:40,2017-10-11T06:27,0.0
1303,1,1,0,0,1,0,Toronto,QUEENS QUAY W@YORK ST,Mid-Block,Harbourfront-CityPlace,Toronto, 43.639712,-79.381068,Toronto,237698,14000,Wednesday,23:05,23,5,PM,11:05,2018-03-21,March,2018,1st,Yes,clear,"dark, artificial",dry,no control,0,-0.8,2018-03-21T18:30,2018-03-21T06:18,0.0
1304,1,0,0,0,0,1,Toronto,LAKE SHORE BV W@COLBORNE LODGE DR,Intersection,South Parkdale,Toronto, 43.637709,-79.458881,Toronto,237698,14000,Tuesday,15:58,15,58,PM,3:58,2018-05-15,May,2018,2nd,Yes,clear,daylight,dry,traffic signal,1,19.2,2018-05-15T19:35,2018-05-15T04:52,0.0
1305,1,0,0,0,1,0,Toronto,LAKE SHORE BLVD W@ROYAL YORK RD,Mid-Block,Mimico-Queensway,Etobicoke, 43.603579,-79.493121,Etobicoke,365143,2946,Friday,21:30,21,30,PM,9:30,2018-02-16,February,2018,1st,Yes,clear,"dark, artificial",dry,no control,0,-5.1,2018-02-16T17:49,2018-02-16T07:14,0.0
1306,1,1,0,0,0,1,Toronto,STEELES AVE E@EASTVALE  DR,Intersection,Morningside Heights,Scarborough, 43.837935,-79.245151,Scarborough,629941,3356,Sunday,21:51,21,51,PM,9:51,2018-01-07,January,2018,1st,No,other,dark,other,no control,0,-4.6,2018-01-07T16:55,2018-01-07T07:50,0.0
1307,1,1,0,0,1,0,Toronto,LAWRENCE AVE E@THE DONWAY  W,Intersection,Banbury-Don Mills,Toronto, 43.736434,-79.346507,Toronto,237698,14000,Wednesday,11:15,11,15,AM,11:15,2018-09-12,September,2018,3rd,Yes,clear,daylight,dry,traffic signal,1,22.0,2018-09-12T18:33,2018-09-12T05:53,0.0
1308,3,0,0,2,1,0,Toronto,LAWRENCE AVE E@GREENCEDAR CRCT,Intersection,Golfdale-Cedarbrae-Woburn,Scarborough, 43.758113,-79.233043,Scarborough,629941,3356,Monday,18:00,18,0,PM,6:00,2017-10-16,October,2017,4th,Yes,clear,"dark, artificial",dry,traffic signal,0,7.3,2017-10-16T17:31,2017-10-16T06:33,0.0
1309,1,1,0,0,0,1,Toronto,EGLINTON AVE E@ROSEMOUNT DR,Mid-Block,Ionview,Scarborough, 43.730475,-79.275096,Scarborough,629941,3356,Tuesday,18:17,18,17,PM,6:17,2018-01-09,January,2018,1st,Yes,clear,dark,wet,no control,0,-3.2,2018-01-09T16:58,2018-01-09T07:49,0.0
1310,1,0,0,0,0,1,Toronto,LAKE SHORE BLVD W@THIRTEENTH ST,Intersection,New Toronto,Etobicoke, 43.599005,-79.512874,Etobicoke,365143,2946,Tuesday,22:37,22,37,PM,10:37,2018-05-15,May,2018,2nd,Yes,unknown,dark,unknown,no control,0,12.8,2018-05-15T19:36,2018-05-15T04:52,0.0
1311,1,0,0,0,0,1,Toronto,3230 BAYVIEW AVE@,Mid-Block,Bayview Woods-Steeles,Toronto, 43.788287,-79.392772,Toronto,237698,14000,Saturday,23:19,23,19,PM,11:19,2018-02-17,February,2018,1st,No,unknown,dark,unknown,no control,0,-3.2,2018-02-17T17:49,2018-02-17T07:13,0.0
1312,0,0,0,0,1,0,Toronto,ELLESMERE RD@SCARBOROUGH GOLF CLUB RD,Intersection,Morningside,Scarborough, 43.778483,-79.222179,Scarborough,629941,3356,Sunday,20:46,20,46,PM,8:46,2018-07-22,July,2018,3rd,No,clear,"dark, artificial",dry,no control,0,22.1,2018-07-22T19:51,2018-07-22T04:55,0.0
1313,2,0,0,1,1,0,Toronto,401 C E WESTON RD RAMP@WESTON RD,Intersection,Pelmo Park-Humberlea,Toronto, 43.711795,-79.535419,Toronto,237698,14000,Sunday,14:42,14,42,PM,2:42,2018-02-18,February,2018,1st,No,clear,daylight,dry,traffic signal,1,3.8,2018-02-18T17:52,2018-02-18T07:12,0.0
1314,1,1,0,0,1,0,Toronto,YONGE ST@RANLEIGH AVE,Intersection,Lawrence Park North,Toronto, 43.727763,-79.402904,Toronto,237698,14000,Thursday,9:23,9,23,AM,9:23,2018-01-11,January,2018,1st,Yes,clear,daylight,wet,traffic signal,1,7.1,2018-01-11T17:01,2018-01-11T07:49,0.2
1315,1,1,0,0,1,0,Toronto,ELIZABETH ST@GERRARD ST W,Intersection,Yonge-Bay Corridor,Toronto, 43.658103,-79.386379,Toronto,237698,14000,Tuesday,15:05,15,5,PM,3:05,2018-07-24,July,2018,3rd,Yes,clear,daylight,dry,traffic signal,1,27.7,2018-07-24T19:49,2018-07-24T04:58,0.6
1316,0,0,0,0,1,0,Toronto,QUEEN ST E@JARVIS ST,Intersection,Moss Park,Toronto, 43.653655,-79.373218,Toronto,237698,14000,Wednesday,0:55,0,55,AM,12:55,2018-05-16,May,2018,2nd,Yes,clear,"dark, artificial",dry,traffic signal,0,10.9,2018-05-16T19:36,2018-05-16T04:51,0.0
1317,2,0,0,0,2,0,Toronto,JANE ST@SHOREHAM DR,Mid-Block,Black Creek,Toronto, 43.767714,-79.520107,Toronto,237698,14000,Saturday,19:14,19,14,PM,7:14,2018-03-24,March,2018,1st,No,clear,daylight,dry,no control,0,-4.3,2018-03-24T18:35,2018-03-24T06:13,0.0
1318,3,3,2,0,1,0,Toronto,DUFFERIN ST@ROGERS RD,Intersection,Oakwood Village,York, 43.685496,-79.446079,York,145662,6201,Wednesday,12:05,12,5,PM,12:05,2018-09-12,September,2018,3rd,Yes,clear,daylight,dry,traffic signal,1,21.8,2018-09-12T18:33,2018-09-12T05:54,0.0
1319,1,1,0,0,1,0,Toronto,COXWELL AVE@MORTIMER AVE,Intersection,Danforth East York,East York, 43.690516,-79.326534,East York,118071,5553,Tuesday,11:43,11,43,AM,11:43,2017-10-17,October,2017,4th,Yes,clear,daylight,dry,traffic signal,1,14.5,2017-10-17T17:30,2017-10-17T06:34,0.0
1320,1,1,0,0,1,0,Toronto,BRIDLETOWNE CRCL@BEVERLY GLEN BLVD,Intersection,L'Amoreaux West,Scarborough, 43.799418,-79.320056,Scarborough,629941,3356,Monday,16:04,16,4,PM,4:04,2018-03-26,March,2018,1st,Yes,clear,daylight,dry,traffic signal,1,6.6,2018-03-26T18:36,2018-03-26T06:09,0.0
1321,0,1,0,0,1,0,Toronto,YONGE ST@EGLINTON AVE E,Intersection,South Eglinton-Davisville,Toronto, 43.70666,-79.398326,Toronto,237698,14000,Thursday,17:27,17,27,PM,5:27,2018-01-11,January,2018,1st,Yes,rain,"dark, artificial",wet,traffic signal,1,7.6,2018-01-11T17:01,2018-01-11T07:49,0.6
1322,1,0,0,0,0,1,Toronto,DORIS AVE@HOLMES AVE,Mid-Block,Yonge-Doris,North York, 43.777663,-79.413097,North York,869401,4915,Wednesday,0:45,0,45,AM,12:45,2018-07-25,July,2018,3rd,Yes,clear,"dark, artificial",wet,no control,0,21.3,2018-07-25T19:49,2018-07-25T04:59,0.2
1323,0,0,0,0,0,1,Toronto,JONES AVE@DUNDAS ST E,Intersection,South Riverdale,Toronto, 43.666098,-79.334277,Toronto,237698,14000,Wednesday,8:00,8,0,AM,8:00,2018-05-16,May,2018,2nd,Yes,clear,daylight,dry,traffic signal,1,9.1,2018-05-16T19:36,2018-05-16T04:50,0.0
1324,1,0,0,0,0,1,Toronto,COWAN AVE@KING  ST W,Intersection,South Parkdale,Toronto, 43.63795,-79.431827,Toronto,237698,14000,Wednesday,9:06,9,6,AM,9:06,2017-10-18,October,2017,4th,Yes,clear,daylight,dry,stop sign,1,13.7,2017-10-18T17:29,2017-10-18T06:36,0.0
1325,0,1,0,0,0,1,Toronto,EGLINTON AVE W@MARLEE AVE,Intersection,Oakwood Village,York, 43.69797,-79.439349,York,145662,6201,Thursday,0:58,0,58,AM,12:58,2018-07-26,July,2018,3rd,Yes,clear,dark,dry,traffic signal,0,18.3,2018-07-26T19:47,2018-07-26T05:00,0.0
1326,1,1,0,0,1,0,Toronto,BRIDLETOWNE CRCL@FINCH AVE E,Intersection,L'Amoreaux West,Scarborough, 43.795779,-79.31927,Scarborough,629941,3356,Thursday,17:40,17,40,PM,5:40,2018-01-11,January,2018,1st,Yes,clear,"dark, artificial",dry,traffic signal,1,7.4,2018-01-11T17:00,2018-01-11T07:49,0.7
1327,1,0,0,0,1,0,Toronto,OSSINGTON  AVE@GEARY AVE,Intersection,Wychwood,Toronto, 43.671363,-79.429553,Toronto,237698,14000,Thursday,15:15,15,15,PM,3:15,2018-07-26,July,2018,3rd,Yes,rain,"daylight, artificial",wet,no control,1,23.8,2018-07-26T19:47,2018-07-26T05:00,6.5
1328,1,0,0,0,0,1,Toronto,MOUNT PLEASANT RD@CARSTOWE RD,Mid-Block,Rosedale-Moore Park,Toronto, 43.68439,-79.383662,Toronto,237698,14000,Wednesday,17:49,17,49,PM,5:49,2018-03-28,March,2018,1st,Yes,clear,daylight,dry,no control,1,5.7,2018-03-28T18:39,2018-03-28T06:05,0.0
1329,1,1,0,0,1,0,Toronto,STANLEY  AVE@VICTOR AVE,Intersection,Mimico-Queensway,Etobicoke, 43.615843,-79.49023,Etobicoke,365143,2946,Saturday,15:50,15,50,PM,3:50,2018-05-19,May,2018,2nd,No,clear,daylight,dry,no control,1,15.7,2018-05-19T19:40,2018-05-19T04:48,0.0
1330,1,1,0,0,1,0,Toronto,YONGE ST@ROSELAWN AVE,Intersection,North Toronto,Toronto, 43.710841,-79.399249,Toronto,237698,14000,Sunday,18:27,18,27,PM,6:27,2018-02-18,February,2018,1st,No,clear,"dusk, artificial",dry,no control,0,1.1,2018-02-18T17:51,2018-02-18T07:11,0.0
1331,1,1,0,0,1,0,Toronto,MCCOWAN RD@TOWN CENTRE CRT,Intersection,Woburn North,Scarborough, 43.774501,-79.2522,Scarborough,629941,3356,Wednesday,23:00,23,0,PM,11:00,2018-09-12,September,2018,3rd,Yes,clear,"dark, artificial",dry,traffic signal,0,18.5,2018-09-12T18:33,2018-09-12T05:53,0.0
1332,1,1,0,0,1,0,Toronto,KIPLING  AVE@NORTH QUEEN ST,Intersection,Etobicoke City Centre,Etobicoke, 43.625136,-79.528507,Etobicoke,365143,2946,Friday,23:18,23,18,PM,11:18,2017-10-20,October,2017,4th,Yes,clear,"dusk, artificial",dry,traffic signal,0,12.6,2017-10-20T17:26,2017-10-20T06:39,0.0
1333,1,1,0,0,1,0,Toronto,KEELE ST@FINCH AVE W,Intersection,York University Heights,Toronto, 43.76343,-79.491008,Toronto,237698,14000,Sunday,3:30,3,30,AM,3:30,2018-07-29,July,2018,3rd,No,clear,daylight,dry,traffic signal,0,12.5,2018-07-29T19:44,2018-07-29T05:03,0.0
1334,3,0,0,2,1,0,Toronto,MCCOWAN RD@ELLESMERE RD,Intersection,Woburn North,Scarborough, 43.772071,-79.25146,Scarborough,629941,3356,Friday,19:01,19,1,PM,7:01,2018-01-12,January,2018,1st,Yes,freezing rain,"dark, artificial",ice,traffic signal,0,-9.6,2018-01-12T17:01,2018-01-12T07:48,0.3
1335,2,0,0,1,1,0,Toronto,DUFFERIN ST@LAPPIN AVE,Intersection,Junction-Wallace Emerson,Toronto, 43.666342,-79.43822,Toronto,237698,14000,Saturday,0:50,0,50,AM,12:50,2018-09-15,September,2018,3rd,No,clear,"dark, artificial",dry,no control,0,20.6,2018-09-15T18:28,2018-09-15T05:57,0.0
1336,1,1,0,0,0,1,Toronto,WILSON AVE@JULIAN RD,Intersection,Oakdale-Beverley Heights,Toronto, 43.724532,-79.491092,Toronto,237698,14000,Thursday,12:21,12,21,PM,12:21,2018-03-29,March,2018,1st,Yes,rain,daylight,wet,traffic signal,1,4.1,2018-03-29T18:40,2018-03-29T06:04,0.6
1337,0,0,0,0,0,1,Toronto,144 NORSEMAN ST@,Mid-Block,Etobicoke City Centre,Etobicoke, 43.633887,-79.520046,Etobicoke,365143,2946,Sunday,10:29,10,29,AM,10:29,2018-07-29,July,2018,3rd,No,clear,daylight,dry,no control,1,23.2,2018-07-29T19:44,2018-07-29T05:04,0.0
1338,1,0,0,0,1,0,Toronto,704 BRIMORTON DR@,Mid-Block,Golfdale-Cedarbrae-Woburn,Scarborough, 43.774909,-79.227756,Scarborough,629941,3356,Monday,6:02,6,2,AM,6:02,2018-02-19,February,2018,1st,Yes,clear,"dark, artificial",dry,no control,0,-2.0,2018-02-19T17:52,2018-02-19T07:09,0.0
1339,1,1,0,0,1,0,Toronto,LAKE SHORE BLVD E@WINNERS CRCL,Mid-Block,South Riverdale,Toronto, 43.663756,-79.307765,Toronto,237698,14000,Sunday,21:22,21,22,PM,9:22,2018-07-29,July,2018,3rd,No,clear,dark,dry,no control,0,19.9,2018-07-29T19:43,2018-07-29T05:03,0.0
1340,1,0,0,0,1,0,Toronto,EGLINTON AV W@ISLINGTON AV,Mid-Block,Princess-Rosethorn,Etobicoke, 43.679232,-79.541286,Etobicoke,365143,2946,Saturday,6:48,6,48,AM,6:48,2017-10-21,October,2017,4th,No,clear,"dark, artificial",dry,no control,0,8.6,2017-10-21T17:25,2017-10-21T06:40,0.0
1341,3,0,0,2,1,0,Toronto,537 FINCH AVE W@,Mid-Block,Westminster-Branson,Toronto, 43.772914,-79.447597,Toronto,237698,14000,Monday,6:17,6,17,AM,6:17,2018-02-19,February,2018,1st,Yes,clear,"dark, artificial",dry,no control,0,-2.2,2018-02-19T17:52,2018-02-19T07:10,0.0
1342,1,1,0,0,1,0,Toronto,DON MILLS RD@SHEPPARD AVE E,Intersection,Henry Farm,Toronto, 43.775035,-79.347003,Toronto,237698,14000,Thursday,22:26,22,26,PM,10:26,2018-03-29,March,2018,1st,Yes,rain,"daylight, artificial",wet,traffic controller,0,3.9,2018-03-29T18:40,2018-03-29T06:03,1.2
1343,1,0,0,0,1,0,Toronto,TAPSCOTT RD@FINCH AVE E,Mid-Block,Malvern West,Scarborough, 43.811671,-79.235965,Scarborough,629941,3356,Sunday,14:34,14,34,PM,2:34,2018-05-20,May,2018,2nd,No,clear,daylight,dry,no control,1,19.6,2018-05-20T19:40,2018-05-20T04:46,0.0
1344,3,0,2,0,1,0,Toronto,LAKE SHORE BLVD W@THIRTY SEVENTH ST,Intersection,Long Branch,Etobicoke, 43.593325,-79.538135,Etobicoke,365143,2946,Saturday,13:10,13,10,PM,1:10,2017-10-21,October,2017,4th,No,clear,daylight,dry,traffic signal,1,20.0,2017-10-21T17:25,2017-10-21T06:40,0.0
1345,2,0,1,0,1,0,Toronto,THE QUEENSWAY@ALDGATE AVE,Mid-Block,Stonegate-Queensway,Etobicoke, 43.629561,-79.487575,Etobicoke,365143,2946,Sunday,10:59,10,59,AM,10:59,2018-01-14,January,2018,1st,No,clear,daylight,dry,no control,1,-8.7,2018-01-14T17:05,2018-01-14T07:48,0.0
1346,2,2,1,0,1,0,Toronto,WINTERMUTE BLVD@SANDYHOOK SQ,Intersection,Steeles,Scarborough, 43.818057,-79.322177,Scarborough,629941,3356,Sunday,21:17,21,17,PM,9:17,2018-05-20,May,2018,2nd,No,clear,"dusk, artificial",dry,no control,0,10.2,2018-05-20T19:41,2018-05-20T04:46,0.0
